City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Country
328,North Bend,43.4065,-124.2243,57.0,50,1,16.11,clear sky,US
329,Salalah,17.0151,54.0924,77.0,78,20,4.61,few clouds,OM
330,Ust-Omchug,61.15,149.6333,15.39,77,100,5.01,overcast clouds,RU
331,Richards Bay,-28.783,32.0377,72.27,88,49,8.61,scattered clouds,ZA
332,Port Hardy,50.6996,-127.4199,53.6,62,20,14.97,few clouds,CA
333,Waiuku,-37.25,174.75,68.0,64,100,16.11,light rain,NZ
334,Cap-Aux-Meules,47.3821,-61.8597,33.8,93,9,8.05,clear sky,CA
335,Stokmarknes,68.5646,14.9108,43.0,89,100,7.0,overcast clouds,NO
336,Kolpashevo,58.3131,82.9089,35.56,99,100,6.38,overcast clouds,RU
337,Moose Factory,51.2585,-80.6094,32.0,100,90,8.05,light rain,CA
338,Samarai,-10.6167,150.6667,78.98,88,99,11.45,overcast clouds,PG
339,Kiunga,-6.1219,141.2906,88.97,50,61,3.51,broken clouds,PG
340,Mercedes,-34.6515,-59.4307,62.01,68,0,1.01,clear sky,AR
341,Manokwari,-0.8667,134.0833,83.71,71,99,4.63,overcast clouds,ID
342,Bubaque,11.2833,-15.8333,77.43,80,78,12.75,broken clouds,GW
343,Huangchuan,32.1272,115.0394,56.7,91,100,2.21,overcast clouds,CN
344,Touros,-5.1989,-35.4608,78.8,89,0,4.61,clear sky,BR
345,Wana,32.2989,69.5725,63.21,50,100,1.86,light rain,PK
346,Broken Hill,-31.95,141.4333,62.6,45,95,13.8,overcast clouds,AU
347,Ribeira Grande,38.5167,-28.7,61.68,89,37,7.94,scattered clouds,PT
348,Muros,42.7762,-9.0603,53.01,72,18,1.99,few clouds,ES
349,Aswan,24.0934,32.907,71.92,19,0,9.17,clear sky,EG
350,Rabo De Peixe,37.8,-25.5833,57.2,88,20,5.75,few clouds,PT
351,Noumea,-22.2763,166.4572,79.0,83,90,11.5,overcast clouds,NC
352,Marrakesh,31.6315,-8.0083,62.6,72,75,6.91,broken clouds,MA
353,Shenzhen,22.5455,114.0683,75.99,92,100,1.01,overcast clouds,CN
354,Mitchell,43.7094,-98.0298,42.8,56,20,14.97,few clouds,US
355,Hofn,64.2539,-15.2082,43.12,88,99,9.91,overcast clouds,IS
356,Yumen,40.2833,97.2,41.88,13,0,11.61,clear sky,CN
357,Sandwick,60.0,-1.25,42.8,93,40,2.3,scattered clouds,GB
358,Iqaluit,63.7506,-68.5145,-0.4,71,1,13.8,clear sky,CA
359,Terme,41.2092,36.9739,55.99,76,75,4.61,broken clouds,TR
360,Iwanai,42.9744,140.5089,44.28,66,65,16.55,broken clouds,JP
361,Robertsport,6.7533,-11.3686,80.73,78,100,5.01,overcast clouds,LR
362,Guerrero Negro,27.9769,-114.0611,58.68,74,71,18.23,broken clouds,MX
363,Plettenberg Bay,-34.0527,23.3716,61.99,90,1,1.52,clear sky,ZA
364,Dom Pedrito,-30.9828,-54.6731,64.76,83,100,7.07,light rain,BR
365,Cabinda,-5.55,12.2,79.61,86,100,4.88,overcast clouds,AO
366,Rio Gallegos,-51.6226,-69.2181,44.6,45,0,14.97,clear sky,AR
367,High Level,58.5169,-117.136,53.6,35,1,4.61,clear sky,CA
368,Florianopolis,-27.6146,-48.5012,75.0,88,0,2.3,clear sky,BR
369,Leningradskiy,69.3833,178.4167,14.07,87,93,5.61,overcast clouds,RU
370,Sabratah,32.7933,12.4885,61.11,52,99,12.93,overcast clouds,LY
371,Panzhihua,26.5851,101.7128,64.99,38,3,0.38,clear sky,CN
372,Partizanskoye,55.5006,94.39,30.06,77,58,11.41,broken clouds,RU
373,Faanui,-16.4833,-151.75,82.0,73,100,11.14,overcast clouds,PF
374,Henties Bay,-22.116,14.2845,75.99,48,0,7.47,clear sky,NA
375,Aguimes,27.9054,-15.4461,68.0,73,40,6.91,scattered clouds,ES
376,Benjamin Constant,-4.3831,-70.0311,78.8,94,40,4.61,heavy intensity rain,BR
377,Vestmannaeyjar,63.4427,-20.2734,44.13,91,100,28.68,light rain,IS
378,Durban,-29.8579,31.0292,73.0,88,75,1.14,broken clouds,ZA
379,Blagoveshchensk,50.2667,127.5333,37.4,41,0,4.47,clear sky,RU
380,Nagua,19.3832,-69.8474,70.54,74,5,7.4,clear sky,DO
381,Srivardhan,18.0333,73.0167,81.68,63,0,2.51,clear sky,IN
382,Yenagoa,4.9247,6.2642,77.0,92,85,0.94,overcast clouds,NG
383,Fuerte Olimpo,-21.0415,-57.8738,82.89,46,86,4.34,overcast clouds,PY
384,Priiskovyy,51.9333,116.6333,37.78,28,100,5.66,overcast clouds,RU
385,Pingzhuang,42.0372,119.2889,63.43,15,18,22.3,few clouds,CN
386,Susanville,40.4163,-120.653,57.2,15,1,5.75,clear sky,US
387,Wattegama,6.7989,81.4808,75.2,100,20,3.44,few clouds,LK
388,Saint-Georges,12.0564,-61.7485,80.6,89,20,17.27,few clouds,GD
389,Esna,25.2934,32.554,68.0,32,0,5.75,clear sky,EG
390,Sorong,-0.8833,131.25,85.84,61,78,12.8,broken clouds,ID
391,Ponta Do Sol,32.6667,-17.1,62.6,82,20,5.75,few clouds,PT
392,Kayerkan,69.3497,87.7602,10.08,94,100,8.37,light snow,RU
393,Prince Rupert,54.3161,-130.3201,48.2,81,1,8.05,clear sky,CA
394,Acarau,-2.8856,-40.12,78.21,85,90,10.63,overcast clouds,BR
395,San Cristobal,7.7669,-72.225,80.6,83,20,2.3,few clouds,VE
396,Nova Olinda Do Norte,-3.8881,-59.0942,74.91,98,99,1.34,overcast clouds,BR
397,Avera,33.194,-82.5271,77.0,31,90,4.61,overcast clouds,US
398,San Patricio,28.017,-97.5169,82.4,78,40,12.66,scattered clouds,US
399,Sambava,-14.2667,50.1667,73.67,90,70,5.61,broken clouds,MG
400,San-Pedro,4.7485,-6.6363,80.1,84,100,5.77,overcast clouds,CI
401,Vasteras,59.6162,16.5528,30.0,86,11,4.61,few clouds,SE
402,Severo-Yeniseyskiy,60.3725,93.0408,22.17,82,97,6.31,overcast clouds,RU
403,Saint George,37.1041,-113.5841,70.0,13,1,12.66,clear sky,US
404,Escanaba,45.7453,-87.0646,37.99,100,90,3.44,overcast clouds,US
405,Lumeje,-11.55,20.7833,63.64,94,82,2.8,broken clouds,AO
406,Bossangoa,6.4926,17.4552,79.18,53,100,6.08,overcast clouds,CF
407,Vao,-22.6667,167.4833,74.84,79,77,20.22,broken clouds,NC
408,Shelburne,44.0787,-80.2041,45.0,75,86,8.08,overcast clouds,CA
409,Maxixe,-23.8597,35.3472,69.91,83,0,3.0,clear sky,MZ
410,Syamzha,60.0158,41.0614,40.28,87,100,7.0,overcast clouds,RU
411,Chumikan,54.7183,135.315,30.31,66,100,15.35,overcast clouds,RU
412,Maroantsetra,-15.4333,49.7333,73.69,91,68,3.2,broken clouds,MG
413,Cockburn Town,21.4612,-71.1419,74.12,64,3,13.27,clear sky,TC
414,Santa Ana,33.7456,-117.8678,60.8,55,75,11.5,broken clouds,US
415,Pocoes,-14.5297,-40.3653,62.74,96,100,7.14,overcast clouds,BR
416,Hualmay,-11.0964,-77.6139,67.1,84,92,7.34,overcast clouds,PE
417,Kununurra,-15.7667,128.7333,86.0,26,16,4.61,few clouds,AU
418,Finschhafen,-6.6024,147.8681,85.05,64,42,7.52,scattered clouds,PG
419,Wellington,-41.2866,174.7756,63.0,67,55,14.97,broken clouds,NZ
420,Sao Jose Da Coroa Grande,-8.8978,-35.1478,76.57,87,44,6.29,moderate rain,BR
421,Fort Abbas,29.1925,72.8536,78.8,26,78,6.93,broken clouds,PK
422,Caarapo,-22.6342,-54.8222,68.45,87,85,5.28,overcast clouds,BR
423,Riverton,40.5219,-111.9391,42.01,100,90,5.91,light rain,US
424,Tokonou,9.65,-9.7833,72.09,72,100,6.49,overcast clouds,GN
425,Araouane,18.9048,-3.5265,85.53,12,0,8.97,clear sky,ML
426,Impfondo,1.6381,18.0667,70.99,90,85,3.33,overcast clouds,CG
427,South Lake Tahoe,38.9332,-119.9844,48.0,86,90,6.91,overcast clouds,US
428,Sierra Vista,31.5545,-110.3037,71.6,8,75,16.11,broken clouds,US
429,Vila Franca Do Campo,37.7167,-25.4333,57.2,88,20,5.75,few clouds,PT
430,Kuching,1.55,110.3333,80.6,89,20,4.61,few clouds,MY
431,Salinopolis,-0.6136,-47.3561,78.91,87,90,9.6,overcast clouds,BR
432,Ucluelet,48.9329,-125.5528,59.0,47,20,12.66,few clouds,CA
433,Mae Hong Son,19.3003,97.9685,78.8,78,20,3.44,few clouds,TH
434,Kelowna,49.8831,-119.4857,66.2,18,1,18.41,clear sky,CA
435,Iskateley,67.6803,53.1512,28.0,86,97,22.53,overcast clouds,RU
436,Ginda,30.6945,78.4932,64.63,22,2,5.14,clear sky,IN
437,Jumla,29.2747,82.1838,58.14,30,1,1.12,clear sky,NP
438,Kindu,-2.95,25.95,67.64,99,92,2.59,overcast clouds,CD
439,Kodiak,57.79,-152.4072,42.8,70,90,8.05,light rain,US
440,Los Llanos De Aridane,28.6585,-17.9182,66.2,68,20,4.61,few clouds,ES
441,Bend,44.0582,-121.3153,53.6,22,1,16.11,clear sky,US
442,Poso,-1.3959,120.7524,87.01,63,61,3.67,broken clouds,ID
443,Taltal,-25.4,-70.4833,64.0,78,14,3.51,few clouds,CL
444,Solnechnyy,50.7214,136.6319,31.98,53,69,6.2,broken clouds,RU
445,Mmathubudukwane,-24.6,26.4333,60.8,63,0,6.91,clear sky,BW
446,Marzuq,14.4,46.4667,66.22,57,0,4.88,clear sky,YE
447,Victoria,22.2855,114.1577,73.0,87,100,20.02,overcast clouds,HK
448,Laguna,38.421,-121.4238,70.0,32,1,16.11,clear sky,US
449,Antofagasta,-23.65,-70.4,62.6,77,75,11.5,broken clouds,CL
450,Okhotsk,59.3833,143.3,27.09,63,100,13.33,overcast clouds,RU
451,Suraabad,40.8192,49.4687,44.6,93,0,4.61,clear sky,AZ
452,Odessa,46.4775,30.7326,46.4,100,90,6.71,overcast clouds,UA
453,Athabasca,54.7169,-113.2854,59.0,20,18,4.61,few clouds,CA
454,Palmer,42.1584,-72.3287,57.2,58,75,6.91,broken clouds,US
455,Bilibino,68.0546,166.4372,13.64,66,0,3.56,clear sky,RU
456,Muravlenko,63.7898,74.523,37.83,100,100,23.49,overcast clouds,RU
457,Northam,51.0333,-4.2167,41.0,75,7,1.01,clear sky,GB
458,Hambantota,6.1241,81.1185,75.2,100,20,3.44,few clouds,LK
459,Bishop Auckland,54.6555,-1.6771,30.99,72,13,1.74,few clouds,GB
460,Nyuksenitsa,60.4128,44.2397,41.61,88,100,6.33,light rain,RU
461,Isangel,-19.55,169.2667,84.2,79,20,6.91,few clouds,VU
462,Aanekoski,62.6946,25.818,25.0,93,0,2.21,clear sky,FI
463,Lewistown,40.5992,-77.5714,55.4,93,20,4.61,few clouds,US
464,Lesnoy,57.6198,63.0784,46.9,90,21,6.33,few clouds,RU
465,Loncoche,-39.3667,-72.6333,57.2,94,90,2.3,light rain,CL
466,Nizhnekamsk,55.6366,51.8245,51.8,54,0,6.71,clear sky,RU
467,Onega,63.9061,38.1404,29.34,90,6,7.18,clear sky,RU
468,Bealanana,-14.55,48.7333,63.12,96,97,2.15,overcast clouds,MG
469,Diamantino,-14.4086,-56.4461,76.73,76,100,4.38,overcast clouds,BR
470,Kalabo,-14.97,22.6814,63.41,88,89,7.09,overcast clouds,ZM
471,Quang Ngai,15.1167,108.8,84.78,61,15,5.86,few clouds,VN
472,Alihe,50.5667,123.7167,39.22,34,100,0.85,overcast clouds,CN
473,Victor Harbor,-35.5667,138.6167,66.99,54,14,1.99,few clouds,AU
474,Fairfield,41.2668,-73.3162,55.0,87,90,12.66,overcast clouds,US
475,Hay River,60.8156,-115.7999,42.8,36,24,6.91,few clouds,CA
476,Nouadhibou,20.931,-17.0347,66.2,94,75,18.41,broken clouds,MR
477,Puerto Ayacucho,5.6639,-67.6236,72.48,95,100,2.33,overcast clouds,VE
478,Dhidhdhoo,6.8833,73.1,83.84,68,87,6.06,overcast clouds,MV
479,Capaci,38.1711,13.2393,55.99,71,0,5.75,clear sky,IT
480,Zaranj,30.9667,61.8833,68.23,40,98,8.34,overcast clouds,AF
481,San Juan,-31.5375,-68.5364,70.93,39,0,5.66,clear sky,AR
482,San Luis,-33.295,-66.3356,62.56,62,0,7.05,clear sky,AR
483,Roquetas De Mar,36.7642,-2.6148,57.2,77,20,6.91,few clouds,ES
484,Chicama,-7.8447,-79.1469,66.2,88,20,12.66,few clouds,PE
485,Barabai,-2.5833,115.3833,85.44,67,89,0.98,overcast clouds,ID
486,Energetik,51.7445,58.7934,41.0,73,0,3.74,clear sky,RU
487,Fort Morgan,40.2503,-103.8,39.2,48,90,21.85,overcast clouds,US
488,Taoudenni,22.6783,-3.9836,83.88,12,0,13.06,clear sky,ML
489,Mattru,7.6244,-11.8332,75.25,89,100,2.37,overcast clouds,SL
490,Tsogni,-2.7942,10.0988,74.59,87,100,3.27,overcast clouds,GA
491,Qostanay,53.1667,63.5833,33.8,93,5,4.47,mist,KZ
492,Goderich,43.7501,-81.7165,41.0,65,86,6.91,overcast clouds,CA
493,Chachapoyas,-6.2317,-77.869,52.2,97,95,3.76,overcast clouds,PE
494,Aden,12.7794,45.0367,80.17,74,5,12.44,clear sky,YE
495,Mildura,-34.2,142.15,64.99,48,90,8.05,overcast clouds,AU
496,Sao Joao Da Barra,-21.6403,-41.0511,69.85,77,22,9.35,few clouds,BR
497,Tevaitoa,-16.7833,-151.5,82.02,72,100,10.98,overcast clouds,PF
498,Barmer,25.75,71.3833,70.9,60,31,4.09,scattered clouds,IN
499,Abu Samrah,35.3029,37.1841,53.31,63,61,1.07,broken clouds,SY
500,Hami,42.8,93.45,53.64,12,1,11.83,clear sky,CN
501,Caravelas,-17.7125,-39.2481,75.04,72,66,9.35,broken clouds,BR
502,Sangar,63.9242,127.4739,19.87,87,99,2.71,overcast clouds,RU
503,Camacha,33.0833,-16.3333,62.6,88,40,8.05,scattered clouds,PT
504,Zhuhai,22.2769,113.5678,79.0,88,40,20.71,scattered clouds,CN
505,Karakol,42.4907,78.3936,48.51,43,2,1.66,clear sky,KG
506,Nesterov,54.6306,22.5714,37.85,96,100,14.74,overcast clouds,RU
507,Tarauaca,-8.1614,-70.7656,73.45,93,100,1.77,overcast clouds,BR
508,Pryazha,61.6926,33.6216,26.6,86,24,2.24,few clouds,RU
509,Baykit,61.67,96.37,24.71,82,98,6.38,overcast clouds,RU
510,Hovd,48.0056,91.6419,39.67,25,53,2.13,broken clouds,MN
511,Jalingo,8.8833,11.3667,77.07,69,100,4.21,overcast clouds,NG
512,Sao Joao Del Rei,-21.1356,-44.2617,56.23,95,0,5.37,clear sky,BR
513,Mehamn,71.0357,27.8492,28.74,73,99,11.16,overcast clouds,NO
514,Chunskiy,56.0815,99.6342,33.19,75,100,10.22,light snow,RU
515,Svidnik,49.3082,21.5703,34.0,99,100,3.56,light snow,SK
516,Kandrian,-6.2167,149.55,82.76,71,92,5.7,overcast clouds,PG
517,Jaciara,-15.9653,-54.9683,72.34,75,55,0.18,broken clouds,BR
518,Maamba,-17.3667,27.15,62.38,53,50,1.92,scattered clouds,ZM
519,Nizwa,22.9333,57.5333,75.45,32,0,1.92,clear sky,OM
520,Itinga,-16.6131,-41.7653,68.05,82,51,3.83,broken clouds,BR
521,Itarema,-2.9248,-39.9167,78.58,84,95,9.73,overcast clouds,BR
522,Amahai,-3.3333,128.9167,84.74,63,86,6.69,overcast clouds,ID
523,Kwinana,-32.25,115.7667,69.01,68,0,10.36,clear sky,AU
524,Cabedelo,-6.9811,-34.8339,77.0,100,20,4.61,light rain,BR
525,Bajil,15.0584,43.2851,76.93,81,22,1.77,few clouds,YE
526,Belmonte,-15.8631,-38.8828,71.6,88,75,2.3,broken clouds,BR
527,Tatui,-23.3556,-47.8569,58.8,88,6,8.3,clear sky,BR
528,Barra Dos Coqueiros,-10.9089,-37.0386,80.6,78,40,6.91,scattered clouds,BR
529,Susehri,40.1644,38.0867,45.34,76,100,4.0,overcast clouds,TR
530,Korsakov,46.6328,142.7813,37.4,44,40,6.71,scattered clouds,RU
531,Inuvik,68.3499,-133.7218,44.6,42,100,6.91,overcast clouds,CA
532,Ballina,-28.8667,153.5667,78.8,44,0,2.3,clear sky,AU
533,Ngama,11.7833,17.1667,81.45,7,95,8.99,overcast clouds,TD
534,Domoni,-12.2569,44.5319,78.01,83,89,4.68,light rain,KM
535,Presidencia Roque Saenz Pena,-26.7852,-60.4388,75.0,72,88,1.99,overcast clouds,AR
536,Nanakuli,21.3906,-158.1547,82.4,47,20,12.66,few clouds,US
537,Lypnyazhka,48.4469,31.0761,46.98,87,100,4.72,overcast clouds,UA
538,Saqqez,36.2499,46.2735,40.03,50,0,2.91,clear sky,IR
539,Bulgan,48.8125,103.5347,29.35,56,64,13.51,broken clouds,MN
540,Chardara,41.2547,67.9692,57.04,49,0,4.47,clear sky,KZ
541,Saint Anthony,45.0205,-93.218,43.0,87,90,5.75,light rain,US
542,Lima,-12.0432,-77.0282,66.2,82,20,6.91,few clouds,PE
543,Weiser,44.251,-116.9693,60.8,17,20,9.22,few clouds,US
544,Zeya,53.75,127.2667,34.7,51,12,3.71,few clouds,RU
545,Nioro,13.35,-15.75,77.32,43,1,5.97,clear sky,GM
546,Synya,65.3718,58.0387,32.47,90,100,8.25,light snow,RU
547,Phan Thiet,10.9333,108.1,83.19,70,46,2.42,scattered clouds,VN
548,Lamu,-2.2717,40.902,82.4,83,40,10.36,light rain,KE
549,Reconquista,-29.15,-59.65,70.05,69,100,6.31,overcast clouds,AR
550,San Lorenzo,-25.3333,-57.5333,75.2,88,0,5.26,clear sky,PY
551,Sinnamary,5.3833,-52.95,78.39,90,97,8.59,overcast clouds,GF
552,Hamilton,39.1834,-84.5333,54.0,71,1,5.75,clear sky,US
553,Kichera,55.9375,110.0997,27.27,85,100,3.91,overcast clouds,RU
554,Gold Coast,-28.0,153.4333,79.0,53,0,10.36,clear sky,AU
555,Comodoro Rivadavia,-45.8667,-67.5,60.8,39,0,11.5,clear sky,AR
556,Lishu,43.3047,124.3278,59.74,19,100,22.08,overcast clouds,CN
557,Cartagena Del Chaira,1.3349,-74.8429,71.2,98,96,2.06,overcast clouds,CO
558,Anhee,50.3104,4.8783,32.0,86,20,5.75,few clouds,BE
559,Stromness,58.965,-3.296,37.4,100,65,3.44,broken clouds,GB
560,Sumenep,-7.0167,113.8667,83.62,70,18,4.7,few clouds,ID
561,Dapaong,10.8639,0.205,85.53,32,82,4.38,broken clouds,TG
562,Dwarka,22.2394,68.9678,80.2,64,47,13.33,scattered clouds,IN
563,Salina,38.8403,-97.6114,53.6,35,1,12.66,clear sky,US
564,Namibe,-15.1961,12.1522,79.99,78,33,3.18,scattered clouds,AO
565,Oxford,51.7522,-1.256,32.0,86,6,5.75,clear sky,GB
566,Sandpoint,48.2766,-116.5533,60.8,25,1,21.85,clear sky,US
567,Walvis Bay,-22.9575,14.5053,75.99,48,0,4.45,clear sky,NA
568,Sur,22.5667,59.5289,83.3,41,3,7.07,clear sky,OM
569,Meadow Lake,34.8014,-106.5436,73.99,30,75,21.85,broken clouds,US
570,Ogaminana,7.5946,6.2248,74.62,90,100,5.59,light rain,NG
571,Faya,18.3851,42.4509,64.4,59,0,2.51,clear sky,SA
572,San Quintin,30.4833,-115.95,57.24,69,80,16.6,broken clouds,MX
573,Bathsheba,13.2167,-59.5167,78.8,69,40,9.22,scattered clouds,BB
574,Komsomolskiy,40.4272,71.7189,53.6,66,100,6.91,overcast clouds,UZ
575,Lulea,65.5842,22.1547,30.2,64,16,1.14,few clouds,SE
576,San Ramon,37.7799,-121.978,64.4,34,1,16.11,clear sky,US
577,Male,4.1748,73.5089,82.4,83,40,8.05,scattered clouds,MV
578,Honningsvag,70.9821,25.9704,30.81,55,100,7.4,overcast clouds,NO
579,Outjo,-20.1167,16.15,60.73,45,0,9.75,clear sky,NA
580,Gorontalo,0.5412,123.0595,86.11,62,54,3.24,broken clouds,ID
581,Totness,5.8833,-56.3167,77.79,89,100,6.31,overcast clouds,SR
582,Necochea,-38.5473,-58.7368,61.0,79,0,7.0,clear sky,AR
583,Zamora,-4.0692,-78.9567,67.01,98,100,1.66,light rain,EC
584,Chala,-7.5833,31.2667,56.1,96,98,3.83,overcast clouds,TZ
585,Pacific Grove,36.6177,-121.9166,59.0,58,20,11.5,few clouds,US
586,Tautira,-17.7333,-149.15,84.0,74,75,8.05,broken clouds,PF
587,Ganta,7.3022,-8.5308,70.86,97,100,0.81,overcast clouds,LR
588,Anju,39.6178,125.6647,56.21,38,25,9.33,scattered clouds,KP
589,Aripuana,-9.1667,-60.6333,73.35,97,100,2.21,overcast clouds,BR
590,Guiglo,6.5456,-7.4966,73.04,96,100,2.44,overcast clouds,CI
591,Altamont,42.2068,-121.7372,55.4,15,1,16.11,clear sky,US
592,Alice Springs,-23.7,133.8833,75.99,43,0,12.66,clear sky,AU
593,Ljubuski,43.1969,17.545,42.8,56,0,5.75,clear sky,BA
594,Moshkovo,55.3053,83.6104,37.99,93,100,2.24,overcast clouds,RU
595,Guilin,25.2819,110.2864,62.6,94,75,2.24,mist,CN
596,Sioux Lookout,50.1001,-91.917,28.4,93,90,5.75,light snow,CA
597,Linxia,35.6003,103.2064,48.36,44,86,7.92,overcast clouds,CN
598,Yaan,7.3833,8.5667,76.46,70,98,7.74,overcast clouds,NG
599,Aki,33.5,133.9,60.8,44,0,9.22,clear sky,JP
600,Ahuimanu,21.4447,-157.8378,82.4,57,20,12.66,few clouds,US
601,Cabaiguan,22.0789,-79.4992,73.4,73,1,11.5,moderate rain,CU
602,Astana,51.1801,71.446,33.8,86,0,6.71,clear sky,KZ
603,Tuatapere,-46.1333,167.6833,61.0,77,100,7.0,overcast clouds,NZ
604,Awbari,26.5921,12.7805,69.19,31,91,10.49,overcast clouds,LY
605,Mangrol,21.1167,70.1167,78.73,65,6,6.42,clear sky,IN
606,Aktau,43.65,51.2,50.0,93,90,8.95,fog,KZ
607,Knysna,-34.0363,23.0471,59.0,100,90,2.3,mist,ZA
608,Karratha,-20.7377,116.8463,84.04,51,22,17.69,few clouds,AU
609,Mbini,1.574,9.6134,77.0,100,40,4.23,scattered clouds,GQ
610,Santa Cruz,-17.8,-63.1667,73.9,66,48,3.85,scattered clouds,BO
611,Lata,40.1629,-8.3327,61.0,95,100,2.33,overcast clouds,PT
612,Kurilsk,45.2333,147.8833,33.31,69,2,11.52,clear sky,RU
613,Sayat,38.7839,63.8803,46.4,66,0,2.3,clear sky,TM
614,Hervey Bay,-25.2986,152.8535,78.8,41,0,8.05,clear sky,AU
615,Gat,31.61,34.7642,55.99,68,6,2.95,clear sky,IL
616,Sorland,67.667,12.6934,41.09,82,100,24.9,overcast clouds,NO
617,Buckeye,33.3703,-112.5838,82.0,19,100,8.05,overcast clouds,US
618,Dakar,14.6937,-17.4441,69.8,78,35,4.61,scattered clouds,SN
619,Thinadhoo,0.5333,72.9333,81.95,63,15,2.82,few clouds,MV
620,Yulara,-25.2406,130.9889,62.6,72,75,14.97,broken clouds,AU
621,Mildmay,44.0501,-81.1164,41.0,87,98,8.05,overcast clouds,CA
622,Svetlaya,46.5389,138.3297,38.46,37,50,4.85,scattered clouds,RU
623,Boa Vista,2.8197,-60.6733,80.6,83,75,4.61,light rain,BR
624,Wenling,28.3669,121.36,55.99,92,100,1.01,overcast clouds,CN
625,Weligama,5.9667,80.4167,79.97,80,78,0.63,broken clouds,LK
626,Maceio,-9.6658,-35.7353,73.4,100,75,3.44,mist,BR
627,Ruston,32.5232,-92.6379,57.2,88,90,6.91,mist,US
628,Manali,13.1667,80.2667,73.4,94,90,11.5,heavy intensity rain,IN
629,Timbiras,-4.2553,-43.9406,72.68,98,100,2.13,overcast clouds,BR
630,Talavera De La Reina,39.9635,-4.8308,53.44,71,100,13.71,overcast clouds,ES
631,Antalaha,-14.9003,50.2788,73.27,88,63,4.43,broken clouds,MG
632,Santa Rosa,14.3122,121.1114,87.8,66,75,4.61,broken clouds,PH
633,Atasu,48.6814,71.6433,45.19,55,0,9.22,clear sky,KZ
634,Tahe,52.3333,124.7333,37.49,41,33,4.29,scattered clouds,CN
635,Madang,-5.2246,145.7966,82.45,79,91,2.48,overcast clouds,PG
636,Koulikoro,14.0,-7.75,88.21,23,100,10.65,overcast clouds,ML
637,Wawa,9.9022,4.4192,82.89,59,30,7.45,scattered clouds,NG
638,Chai Badan,15.2,101.1333,89.01,85,99,7.7,overcast clouds,TH
639,Bartica,6.4,-58.6167,77.0,94,20,4.61,few clouds,GY
640,Portobelo,9.55,-79.65,82.0,85,100,24.0,overcast clouds,PA
641,Skibbereen,51.55,-9.2667,41.0,93,40,3.44,scattered clouds,IE
642,Rakiv Lis,51.6217,24.9243,37.62,95,100,4.41,overcast clouds,UA
643,Mahajanga,-15.7167,46.3167,73.4,94,20,3.44,few clouds,MG
644,Tamiahua,21.2667,-97.45,77.25,92,100,7.61,overcast clouds,MX
645,Manta,-0.95,-80.7333,78.8,73,75,5.75,broken clouds,EC
646,Chapais,49.7834,-74.8492,46.4,42,1,4.61,clear sky,CA
647,Deputatskiy,69.3,139.9,-0.78,92,99,4.29,overcast clouds,RU
648,Mayumba,-3.432,10.6554,78.73,87,100,5.7,overcast clouds,GA
649,Manaus,-3.1019,-60.025,80.6,89,0,4.61,clear sky,BR
650,Khingansk,49.1167,131.1833,36.41,35,4,6.35,clear sky,RU
651,Krasnoselkup,65.7,82.4667,34.25,99,100,25.59,overcast clouds,RU
652,Kualakapuas,-3.0091,114.3876,80.6,94,20,5.75,few clouds,ID
653,Guider,9.9342,13.9486,84.94,25,94,4.45,overcast clouds,CM
654,Tibati,6.4667,12.6333,69.57,87,100,3.0,overcast clouds,CM
655,Barsovo,61.1667,73.1667,42.8,70,0,13.42,clear sky,RU
